9.0, 2, 40000.0, -1.47557E-04, 3.13502E-03, 0
9.0, 4, 40000.0, -2.56178E-04, 3.26268E-03, 0
9.0, 6, 40000.0, -3.87617E-04, 3.46437E-03, 0
9.0, 8, 40000.0, -5.37393E-04, 3.75371E-03, 0
9.0, 10, 40000.0, -7.06344E-04, 4.06541E-03, 0
9.0, 0, 45000.0, -3.99365E-05, 3.05699E-03, 0
9.0, 1, 45000.0, -9.14435E-05, 2.98529E-03, 0
9.0, 2, 45000.0, -1.36571E-04, 2.93957E-03, 0
9.0, 4, 45000.0, -2.32931E-04, 2.93379E-03, 0
9.0, 6, 45000.0, -3.42030E-04, 3.05103E-03, 0
9.0, 8, 45000.0, -4.55024E-04, 3.20408E-03, 0
9.0, 10, 45000.0, -5.77407E-04, 3.33256E-03, 0
10.0, 0, 20000.0, -5.56831E-05, 2.56683E-03, 0
10.0, 1, 20000.0, -1.00093E-04, 2.58948E-03, 0
10.0, 2, 20000.0, -1.44712E-04, 2.63189E-03, 0
10.0, 4, 20000.0, -2.42219E-04, 2.78746E-03, 0
10.0, 6, 20000.0, -3.58352E-04, 3.03449E-03, 0
10.0, 8, 20000.0, -4.94919E-04, 3.33508E-03, 0
10.0, 10, 20000.0, -6.55475E-04, 3.67092E-03, 0
10.0, 0, 25000.0, -6.43480E-05, 2.84705E-03, 0
10.0, 1, 25000.0, -1.14140E-04, 2.86998E-03, 0
10.0, 2, 25000.0, -1.63910E-04, 2.92761E-03, 0
10.0, 4, 25000.0, -2.72344E-04, 3.12339E-03, 0
10.0, 6, 25000.0, -4.02242E-04, 3.40656E-03, 0
10.0, 8, 25000.0, -5.54727E-04, 3.74323E-03, 0
10.0, 10, 25000.0, -7.35237E-04, 4.12497E-03, 0
10.0, 0, 30000.0, -6.82889E-05, 3.05853E-03, 0
10.0, 1, 30000.0, -1.21723E-04, 3.11089E-03, 0
10.0, 2, 30000.0, -1.74996E-04, 3.17829E-03, 0
10.0, 4, 30000.0, -2.91208E-04, 3.38458E-03, 0
10.0, 6, 30000.0, -4.31719E-04, 3.69875E-03, 0
10.0, 8, 30000.0, -5.97095E-04, 4.06544E-03, 0
10.0, 10, 30000.0, -7.93091E-04, 4.47925E-03, 0
10.0, 0, 35000.0, -6.59522E-05, 3.19974E-03, 0
10.0, 1, 35000.0, -1.19903E-04, 3.23252E-03, 0
10.0, 2, 35000.0, -1.74601E-04, 3.30022E-03, 0
10.0, 4, 35000.0, -2.96684E-04, 3.54489E-03, 0
10.0, 6, 35000.0, -4.41082E-04, 3.86075E-03, 0
10.0, 8, 35000.0, -6.13581E-04, 4.24534E-03, 0
10.0, 10, 35000.0, -8.15724E-04, 4.66555E-03, 0
10.0, 0, 40000.0, -4.51851E-05, 2.82779E-03, 0
10.0, 1, 40000.0, -9.40883E-05, 2.88742E-03, 0
10.0, 2, 40000.0, -1.43288E-04, 2.95972E-03, 0
10.0, 4, 40000.0, -2.51046E-04, 3.13096E-03, 0
10.0, 6, 40000.0, -3.78223E-04, 3.38191E-03, 0
10.0, 8, 40000.0, -5.32551E-04, 3.74047E-03, 0
10.0, 10, 40000.0, -7.11513E-04, 4.12402E-03, 0
10.0, 0, 45000.0, -3.92317E-05, 2.90012E-03, 0
10.0, 1, 45000.0, -8.55692E-05, 2.84686E-03, 0
10.0, 2, 45000.0, -1.30962E-04, 2.82852E-03, 0
10.0, 4, 45000.0, -2.23276E-04, 2.83992E-03, 0
10.0, 6, 45000.0, -3.23306E-04, 2.96486E-03, 0
10.0, 8, 45000.0, -4.40269E-04, 3.16420E-03, 0
10.0, 10, 45000.0, -5.70437E-04, 3.35312E-03, 0
